,phenovaluecount,prephenovalue,postphenovalue
7847,20,Average  173cm,x
7848,20,"5'3""",x
7849,16,172cm,x
7850,14,"6'4""",x
7851,14,160 cm,x
7852,13,188cm,x
7853,12,179 cm,x
7854,12,168 cm,x
7855,11,169 cm,x
7856,11,182cm,x
7857,11,5' 0',x
7858,10,"5'10""",x
7859,10,180cm,x
7860,10,"5' 3.5"" ",x
7861,9,5'0,x
7862,9,"5' 2 1/2""",x
7863,9,178 cm,x
7864,8,"4' 11""",x
7865,8,165cm,x
7866,8,"6' 1"" - 185 cm",x
7867,8,"5' 6.5"" ",x
7868,8,186 cm,x
7869,7,180 cm,x
7870,7,"6`2""",x
7871,7,"6'0"" - 183cm",x
7872,7,190cm,x
7873,7,Average,x
7874,7,"5'0""",x
7875,6,5'4'',x
7876,6,177cm,x
7877,6,"5' 5""",x
7878,5,"5'1.5""",x
7879,5,Well above the average for women ,x
7880,5,176 cm,x
7881,5,"4'11""",x
7882,5,5'4,x
7883,5,187cm,x
7884,5,193cm,x
7885,5,181cm,x
7886,5,184cm,x
7887,4,6 ft 0 in,x
7888,4,"5'9""/176cm",x
7889,4,171 cm,x
7890,3,189cm,x
7891,3,"6'6""",x
7892,3,179cm,x
7893,3,"6'5""",x
7894,3,163.195cm,x
7895,3,170 cm,x
7896,3,rs6060371,x
7897,3,195 cm,x
7898,3,186cm,x
7899,2,5’6,x
7900,2,"5'5"" ",x
7901,2,188 cm,x
7902,2,169.316,x
7903,2,177.8 cm,x
7904,2,185 cm,x
7905,2,"5"" 9 1/2""",x
7906,2,GG,x
7907,2,192cm,x
7908,2,173 cm,x
7909,2,157cm,x
7910,2,192,x
7911,2,"4'8""",x
7912,1,5,x
7913,1,"64""",x
7914,1,"5' 0""",x
7915,1,162cm,x
7916,1,"5'2.75"" at max",x
7917,1,166cm,x
7918,1,200 cm,x
7919,1,164cm,x
7920,1,167 cm,x
7921,1,>200cm,x
7922,1,ttcc,x
7923,1,197 cm,x
7924,1,short (< 150cm),x
7925,1,167,x
7926,1,5'4 3/4 taller than all females in my family,x
7927,1,1m87,x
7928,1,189 cm,x
7929,1,174 cm,x
7930,1,162.56,x
7931,1,"5'8.5""",x
7932,1,Tall,x
7933,1,172.72cm,x
7934,1,Tall ,x
7935,1,"6'8""",x
7936,1,5’5”,x
7937,Phenotype,Foot length,x
7938,6275,-,x
7939,13,"11""",x
7940,13,"8 1/2""",x
7941,12,"10""",x
7942,12,"9""",x
7943,11,"11.5""",x
7944,11,"8""",x
7945,11,"10.5""",x
7946,9,"12""",x
7947,7,"13""",x
7948,5,"9 3/4 """,x
7949,4,"10 3/4""",x
7950,4,"9.5""",x
7951,3,"7.5""",x
7952,3,Size 9 us womens,x
7953,2,size 9 us womens,x
7954,2,"10 1/4""",x
7955,2,27cm,x
7956,2,"12.5""",x
7957,1,28.5 cm,x
7958,1,"15""",x
7959,1,11 13/16 or Size 13 US,x
7960,1,"8 1/4""",x
7961,Phenotype,Energy Level,Energy Level
7962,6158,-,-
7963,119,Low,Low
7964,50,Varies,U
7965,45,Medium,U
7966,26,High,High
7967,7,Walking and weight training,U
7968,Phenotype,Earlobe:  Free or attached,Earlobe:  Free or attached
7969,6128,-,-
7970,164,Free,Free
7971,66,Fully attached,Attach
7972,43,Mostly unattached,Free
7973,2,One ear is free one is attached.,U
7974,2,rs208040,U
7975,Phenotype,Colour Blindness,Colour Blindness
7976,5638,-,-
7977,302,Not color blind,No
7978,265,Not colour blind,No
7979,121,False,No
7980,23,Mild red-green colour blind,Yes
7981,18,Red-green colour blind,Yes
7982,6,No,No
7983,5,not color blind,No
7984,4,Low light blue green colour blindness,Yes
7985,4,Mild blue-black colour blind,Yes
7986,4,Carrier (eg: my brother and my son have colour blindness),U
7987,4,Tritanomaly,U
7988,3,Not colour blind but difficulty telling red/orange/pink apart sometimes,U
7989,1,Moderate to Strong Protanopia,U
7990,1,nan,U
7991,1,Not color blind but my parent is color blind,No
7992,1,trouble distinguishing between dark blue & black (not color blindness) dad had red-green color blindness,Yes
7993,1,Trouble distinguishing purples dark blue violets. ,Yes
7994,1,carrier (eg: my brother and my son have colour blindness),U
7995,1,low light blue green colour blindness,Yes
7996,1,N/a,U
7997,Phenotype,Extra Fingers (Polydactyly),x
7998,6143,-,x
7999,259,None,x
8000,2,Non but i had an extra front tooth removed,x
8001,1,non but i had an extra front tooth removed,x
8002,Phenotype,Eyebrow Mover,x
8003,6190,-,x
8004,106,Both,x
8005,49,Left eyebrow can be raised only,x
8006,36,No,x
8007,22,Right eyebrow only,x
8008,1,right eyebrow only,x
8009,1,left eyebrow can be raised only,x
8010,Phenotype,Blood Type,x
8011,6157,-,x
8012,65,O+,x
8013,58,A+,x
8014,29,A-,x
8015,22,0-,x
8016,21,B+,x
8017,14,Ab+,x
8018,7,O-,x
8019,5,Ab-,x
8020,5,A- (cis-A2B3) unknown allele,x
8021,5,B-,x
8022,4,O (rh factor unknown),x
8023,2,African,x
8024,2,AB-,x
8025,1,O (Rh factor unknown),x
8026,1,AB+,x
8027,1,O Positive,x
8028,1,A2B+,x
8029,1,o+,x
8030,1,Type O,x
8031,1,AO - -   ,x
8032,1,O positive,x
8033,1,B,x
8034,Phenotype,Y-DNA Haplogroup (ISOGG),x
8035,6180,-,x
8036,19,R1b1b2a1a2f*,x
8037,10,N/a,x
8038,7,I2b1,x
8039,6,I1*,x
8040,6,N/a-female,x
8041,5,R1b1b2a1a2d*,x
8042,5,R-m269,x
8043,5,R1a1a*,x
8044,5,R1b1b2a1a1,x
8045,4,R-fgc924,x
8046,4,R1b1a2a1a1b2a1,x
8047,4,R1b1b2a1a2f2,x
8048,4,I2a,x
8049,4,I don't know ,x
8050,3,IL1598,x
8051,3,I2a2b,x
8052,3,R1b1b2a1a1d*,x
8053,3,R-269,x
8054,3,I1,x
8055,3,R1b1b2a1a2d3*,x
8056,3,R-M417,x
8057,3,R1b1b2a1a,x
8058,3,R-BY91294,x
8059,2,J2a1a,x
8060,2,R1b1b2a1a2f2-m222,x
8061,2,E1b1b1c,x
8062,2,I2a2a (I-Z2054),x
8063,2,R-CTS606,x
8064,2,J-Z628,x
8065,2,V1a1a,x
8066,2,E-L17,x
8067,2,J1c3d,x
8068,2,R1b1a2a1a2c r-m529,x
8069,2,R1a1a1,x
8070,2,R1b1a2a1a2a-df27,x
8071,2,J1e,x
8072,2,H1,x
8073,2,T,x
8074,2,E-V13,x
8075,2,R1b1a2a1a2a-DF27,x
8076,2,R1b1b2a1a2c,x
8077,2,R1b1b2a1a2f,x
8078,2,L2a1c,x
8079,2,E1b1a8a1,x
8080,1,R1b-Z3004,x
8081,1,r1a,x
8082,1,R1b1a2a1a1b,x
8083,1,R1b1a1a2a1a1c2b2a1a1,x
8084,1,R2a,x
8085,1,L1b M317,x
8086,1,I1-Z17926,x
8087,1,E-V65,x
8088,1,R-Y32290,x
8089,1,I1-L22,x
8090,1,r1b1a2a1a2c R-M529,x
8091,1,E1b1b1a4,x
8092,1,I1a2b1,x
8093,1,R-FGC924,x
8094,1,R-U198//S29 R1b1a2a1a1c2a,x
8095,1,R-S476,x
8096,1,unknown,x
8097,1,I-Y4955,x
8098,1,R1b1a1a2a1a1c2b1 r l-47,x
8099,1,R-FGC3222,x
8100,1,T-L131,x
8101,1,R-u152,x
8102,1,R-U152,x
8103,1,E-M132,x
8104,1,R1a1a1b1a1b,x
8105,1,T1a,x
8106,1,I1-Z2042,x
8107,1,R-M207,x
8108,1,N1b,x
8109,1,I1a1b,x
8110,1,J-L243,x
8111,1,I-CTS6433,x
8112,1,R1b1a2a1a1a1c2b1  R L-47,x
8113,1,R1b1a2a1a1c2b2b1a R-Z326,x
8114,1,R1b1b2a1a2d3a,x
8115,1, R1b1b2a,x
8116,1,J2b,x
8117,1,R1b1a2a1a1a3a1 R-Z306,x
8118,1,R1b-M222-PF1169,x
8119,1,I-L38,x
8120,1,R-P278.2,x
8121,1,I2*,x
8122,1,N/A-Female,x
8123,1,R1b1a2a1a1b3(U152),x
8124,1,Q1b2b1a2d1,x
8125,1,I1-P109,x
8126,1,J-FGC5206,x
8127,1,E-M35,x
8128,1,R1b1b2,x
8129,1,Possible R1b1b2a1a2d3* or I1*,x
8130,1,Probable R1b1b2a1a1,x
8131,1,H6a1b2,x
8132,1,E1b1b1a1b1a,x
8133,1,R1b1a2a1a2b2   S206/Z36,x
8134,1,E-M84,x
8135,1,Havent tested the y yet,x
8136,1,I1-L1452,x
8137,1,I-BY3428 (Viking),x
8138,1,i2a,x
8139,1,I-M170,x
8140,1,O3a,x
8141,1,I2a1a1a1b1 (I-PF6950),x
8142,1,R-FGC396>L199,x
8143,1,N1c1,x
8144,1,possible R1b1a2,x
8145,1,E1b1a7a,x
8146,1,A1a-M31,x
8147,1,R-Z214,x
8148,Phenotype,Can You Spread Your Toes? ,x
8149,6152,-,x
8150,200,Yes- both feet,x
8151,27,No,x
8152,11,Only big toe both feet.,x
8153,7,Only one foot,x
8154,7,Yes both feet,x
8155,1,no,x
8156,Phenotype,Penis Length,x
8157,6213,-,x
8158,54,N/a,x
8159,12,7+ inches,x
8160,12,"15.25cm / 6""",x
8161,9,15 cm,x
8162,9,"6.5""",x
8163,9,16.25 cm,x
8164,9,17 cm,x
8165,6,8 inch/20cm,x
8166,6,15cm,x
8167,6,18cm,x
8168,6,5 inches,x
8169,5,"7""",x
8170,5,17,x
8171,5,13,x
8172,5,nan,x
8173,5,20+ cm,x
8174,4,"6.75""",x
8175,4,7 inches,x
8176,3,52 years never had a complant of being to small.but have had complant of being to much,x
8177,3,5 1/2 inches,x
8178,2,20cm,x
8179,1,"6.1""",x
8180,1,9.55cm,x
8181,1,"7.8""",x
8182,1,"8 1/8""",x
8183,1,15.24cm,x
8184,1,"9""",x
8185,1,"8.5""",x
8186,1,13+ cm,x
8187,1,2 in,x
8188,1,136cm,x
8189,1,16.65 cm,x
8190,1,Never measured ,x
8191,1,8+ inches,x
8192,Phenotype,Hair Type,Hair Type
8193,5595,-,-
8194,138,Straight,Straight
8195,96,Wavy,U
8196,63,Wavy-curly,Curly
8197,32,Brown straight slight wave,U
8198,31,Mostly straight,Straight
8199,29,Baby fine/slightly wavy,U
8200,28,Coarse thick curly,Curly
8201,26,Thickwavystraight,U
8202,20,Brown straight,Straight
8203,19,Fine thin slightly wavy,U
8204,17,Dense slightly wavy,U
8205,17,Thick dense straight,Straight
8206,15,straight,Straight
8207,15,Baby fine slightly wavy later straight,U
8208,14,Large volume of fine curly/wavy hair,Curly
8209,13,Thick brown wavy/curly,Curly
8210,13,Fine but straight,Straight
8211,12,Thick slightly curly,Curly
8212,12,Curly,Curly
8213,10,Rs17646946 gg,U
8214,10,Bald,U
8215,9,Brown slightly wavy,U
8216,8,Coarsethickwavy,U
8217,8,Near black thick slightly wavy,Yes
8218,7,Thin fine thinned with age,U
8219,7,Fine thin curly,Curly
8220,6,Black straight,Straight
8221,6,Slightly straighter than average,Straight
8222,6,Red wavy-curly dense ,Curly
8223,6,Straight but when moist get little bit wavy,U
8224,6,Fine wavy,U
8225,5,Mostly Straight,Straight
8226,5,wavy-curly,Curly
8227,5,Brown curly,Curly
8228,5,Very fine straight,Straight
8229,4,Straight fine until 30's became wavy to curly after,U
8230,4,Thick curls with length,Curly
8231,4,Fine thin loose curls as a child straight with a minor wave as an adult,U
8232,4,Fine thick straight to wavy ,U
8233,4,Fine/brown/curly,Curly
8234,4,Red straight,Straight
8235,4,Red fine wavy and dense,U
8236,4,Wavy-Curly,Curly
8237,4,Mixed straight in some areas curly in other sections,U
8238,3,Stick-straight *everywhere* but pubic region,U
8239,3,Fine stick straight but dense,Straight
8240,3,Thick straight with slight wave that flips outward near chin/neck length mostly straight multiple cow licks in back,U
8241,3,Baby fine straight puberty became curly,Straight
8242,2,thickwavystraight,U
8243,2,Born thick and wavy now fine and wavy,U
8244,2,Thick wavy corse/frizzy,U
8245,2,Fine dense body wave,U
8246,2,GG,U
8247,2,baby fine slightly wavy later straight,U
8248,2,Fine never gets long breaks off at the end,U
8249,2,rs3827760,U
8250,2,Thick fine wavey-to-curly,U
8251,2,Medium thickness/wavy,U
8252,2,Dry coarse thin wavy-curly,Curly
8253,1,medium thickness/wavy,U
8254,1,born thick and wavy now fine and wavy,U
8255,1,Fine/Brown/Curly,Curly
8256,1,Straight thin brown hair that flips up at the ends.,Straight
8257,1,near black thick slightly wavy,U
8258,1,Tight curls afro hair,U
8259,1,straight thin brown hair that flips up at the ends.,U
8260,1,Brown fine curly,Curly
8261,1,Medium loose curls,U
8262,1,very fine straight,Straight
8263,1,Thick straight in childhood became wavy in adulthood,U
8264,1,brown fine curly,Curly
8265,1,Tight curls Afro hair,U
8266,1,red wavy-curly dense ,Curly
8267,1,Gg,U
8268,1,Fine thick wavy,U
8269,1,Ginger now white mostly straight curly at the neck,U
8270,1,Red Straight,Straight
8271,1,Black Straight,Straight
8272,1,kinky 4c/b,U
8273,1,Straight now bald,U
8274,Phenotype,Do you like the taste of bananas?,Do you like the taste of bananas?
8275,6103,-,-
8276,231,Yes,Yes
8277,30,No,No
8278,14,Only when they are a little green,U
8279,8,Sometimes,U
8280,7,Not really,No
8281,3,yes,Yes
8282,3,Ok,U
8283,2,Aversion to bananas,No
8284,1,not really,No
8285,1,aversion to bananas,No
8286,1,OK,U
8287,1,sometimes,U
8288,Phenotype,Night Owl/Early Bird,Night Owl/Early Bird
8289,6281,-,-
8290,80,Night owl,Night owl
8291,21,Early bird,Early bird
8292,14,Ambivalent,U
8293,7,Both,U
8294,1,Early Bird,Early bird
8295,1,Night Owl,Night owl
8296,Phenotype,Carpal tunnel ,x
8297,6394,-,x
8298,6,None,x
8299,2,Both wrists,x
8300,1,none,x
8301,1,Right only,x
8302,1,Both,x
8303,Phenotype,Are you a map lover?,x
8304,6372,-,x
8305,26,Yes,x
8306,5,They confuse me,x
8307,1,GPS lover,x
8308,1,No,x
8309,Phenotype,Horseshoe kidney,x
8310,6390,-,x
8311,12,None,x
8312,1,Present,x
8313,1,none,x
8314,1,No idea,x
8315,Phenotype,Cushing's Disease,x
8316,6388,-,x
8317,15,No,x
8318,1,No but my mom had it,x
8319,1,Diagnosed,x
8320,Phenotype,Sang À+,x
8321,6393,-,x
8322,9,Caucasian,x
8323,2,O+,x
8324,1,A+,x
8325,Phenotype,Force,x
8326,6390,-,x
8327,10,"""luke i am your father""",x
8328,3,Hello hello hello!? is there anybody in there?,x
8329,1,"""Luke i am your father""",x
8330,1,HELLO Hello hello!? Is there anybody in there?,x
8331,Phenotype,Lichen Sclerosis(LS)/Balanitis Xerotica Obliterates(BXO),x
8332,6391,-,x
8333,13,I dont have this,x
8334,1,Yes,x
8335,Phenotype,"Dark brown,Rheusus Neg B,Olive",x
8336,6398,-,x
8337,4,Caucasian,x
8338,1,dark brown O+ fair,x
8339,1,caucasian,x
8340,1,Dark brown caucasian,x
8341,Phenotype,Familial hypercholesterolemia,x
8342,6385,-,x
8343,5,None,x
8344,4,Diagnosed fh,x
8345,3,Above 400 without meds,x
8346,2,lower,x
8347,2,Diagnosed FH,x
8348,1,none,x
8349,1,above 400 without meds,x
8350,1,202 without meds,x
8351,1,rs141502002(CT),x
8352,Phenotype,Extra Teeth,x
8353,6385,-,x
8354,10,None,x
8355,5,Yes,x
8356,1,none,x
8357,1,I never had any wisdom teeth,x
8358,1,Had all four wisdom teeth.  a grandfather had extra teeth.,x
8359,1,had all four wisdom teeth.  A grandfather had extra teeth.,x
8360,1,yes,x
8361,Phenotype,"dark Blonde,fair skin,brown eyes",x
8362,6391,-,x
8363,6,Not me,x
8364,3,Blondewhite,x
8365,2,not me,x
8366,2,Dark blonde but blue eyes,x
8367,1,Blonde mixed race,x
8368,Phenotype,Severe Acne,x
8369,6376,-,x
8370,21,No,x
8371,5,Mild hormonal acne ,x
8372,2,Was treated for acne for years (teens) but derm diagnosed as rosacea (adult),x
8373,1,Mild Hormonal Acne ,x
8374,Phenotype,Sleep duration,x
8375,6383,-,x
8376,9,7-8 hours,x
8377,4,5.5 hours,x
8378,2,6.5 hour,x
8379,2,9h,x
8380,1,the phenotype description fits me to a tee,x
8381,1,The phenotype description fits me to a tee,x
8382,1,rs11046205,x
8383,1,4 hours,x
8384,1,No,x
8385,Phenotype,"Optimistic, empathetic, handles stress well",x
8386,6380,-,x
8387,7,Handle situations very well in chaotic times,x
8388,5,Yes and no both extremes by experience,x
8389,4,No,x
8390,2,Rs53576,x
8391,1,Rs53576 G/G reading the emotion of others be optimistic,x
8392,1,no,x
8393,1,Rs53576 g/g reading the emotion of others be optimistic,x
8394,1,rs53576,x
8395,1,Yes and No both extremes by experience,x
8396,1,rs53576 (AA),x
8397,1,No yes no,x
8398,Phenotype,Response to Codeine,x
8399,6377,-,x
8400,10,Works as intended,x
8401,3,Relief with intense itching and hives,x
8402,3,Headache ,x
8403,2,No relief at all,x
8404,2,Allergic,x
8405,1,No relief - same with Vicodin and Morphine,x
8406,1,Works as Intended,x
8407,1,No relief intense itch not ID'd by testing,x
8408,1,No relief intense itch not id'd by testing,x
8409,1,slowed or stopped breathing,x
8410,1,No relief - same with vicodin and morphine,x
8411,1,rs5030655 (--),x
8412,1,Unknown,x
8413,Phenotype,Fibromyalgia Response to SRI drugs,x
8414,6391,-,x
8415,4,Does not apply to me,x
8416,4,Dont know,x
8417,2,dont know,x
8418,2,Do not work for fibromyalgia or depressive issues.,x
8419,1,They work but cause sexual side effects and some numbing of emotions,x
8420,1,Worked well at first but I'm now at the maximum dose. Works better for mood and fatigue than pain,x
8421,Phenotype,Suicidality,x
8422,6377,-,x
8423,6,Never even thought about suicide,x
8424,5,Anxitey ptsd major depression without suicidal ideation,x
8425,5,Several attempts and/or depression,x
8426,4,Sometimes think about it but never want to actually kill myself,x
8427,3,sometimes think about it but never want to actually kill myself,x
8428,2,Regular ideation,x
8429,1,never even thought about Suicide,x
8430,1,Anxitey PTSD Major Depression without suicidal ideation,x
8431,1,Multiple attempts first thought about it at age 9 diagnosed with major depressive disorder and PTSD. Have had passive suicidal ideation for most of my life.,x
8432,Phenotype,Rosacea,x
8433,6391,-,x
8434,10,No don't have it,x
8435,3,Yes papulopustular rosacea,x
8436,1,Yes Papulopustular Rosacea,x
8437,Phenotype,Eye Color - Heterochromia,x
8438,6367,-,x
8439,34,No.,x
8440,2,Yes,x
8441,2,Central heterochromia,x
8442,Phenotype,GREEK DNA ,x
8443,6389,-,x
8444,10,None,x
8445,4,Greek,x
8446,1,none,x
8447,1,This is  not a phenotype,x
8448,Phenotype,Supernumerary nipples,x
8449,6371,-,x
8450,31,No,x
8451,3,Extra left nipple 3”  below normal left nipple,x
8452,Phenotype,Dyshydrotic Eczema ,x
8453,6391,-,x
8454,7,Yes,x
8455,5,No,x
8456,1,no,x
8457,1,rarely and only very minor version on hands,x
8458,Phenotype,Gulf War Illness ,x
8459,6388,-,x
8460,13,N/a,x
8461,1,Desert storm,x
8462,1,nan,x
8463,1,Desert Storm,x
8464,1,No,x
8465,Phenotype,"chilblains/perniosis, have you ever had them, yes/no",x
8466,6389,-,x
8467,12,No,x
8468,3,Yes,x
8469,1,yes,x
8470,Phenotype,"wide feet, yes/no","wide feet, yes/no"
8471,6366,-,-
8472,21,Yes,Yes
8473,17,No,No
8474,1,yes,Yes
8475,Phenotype,"green eyes, light brown hair, left-handed, Dupuytren's",x
8476,6392,-,x
8477,8,Caucasian,x
8478,2,Blue eyes dark blonde hair right-handed no dupuytren's,x
8479,1,Blue eyes light brown hair right-handed no Dupuytren's,x
8480,1,Blue eyes light brown hair right-handed no dupuytren's,x
8481,1,No,x
8482,Phenotype,Diagnosed celiac disease AND photic sneeze reflex,x
8483,6395,-,x
8484,5,No issues,x
8485,2,Celiac with psr,x
8486,2,No,x
8487,1,no issues,x
8488,Phenotype,Therapeutically induced hypothyroidism,x
8489,6400,-,x
8490,3,No issues,x
8491,1,no issues,x
8492,1,Caucasian,x
8493,Phenotype,Gall bladder disease,x
8494,6396,-,x
8495,3,No issues,x
8496,3,Caucasian,x
8497,2,Both men and women in family have probem,x
8498,1,no issues,x
8499,Phenotype,Cold sores (herpes),x
8500,6375,-,x
8501,13,No,x
8502,9,No herpes here north or south!,x
8503,4,Caucasian,x
8504,3,No herpes here,x
8505,1,no herpes here,x
8506,Phenotype,can't stand Tarragon,x
8507,6388,-,x
8508,13,No adversions,x
8509,2,Caucasian,x
8510,1,no adversions,x
8511,1,don´t know,x
8512,Phenotype,Ectopic heartbeats,x
8513,6397,-,x
8514,4,Nope not me,x
8515,3,Caucasian,x
8516,1,nope not me,x
8517,Phenotype,Hypertension,Hypertension
8518,6380,-,-
8519,14,Yes,Yes
8520,11,No,No
8521,Phenotype,Resistance to Norovirus,x
8522,6397,-,x
8523,3,No,x
8524,3,Probably,x
8525,1,Rs601338 (a/g),x
8526,1,Rs601338 (tt),x
8527,Phenotype,blood incompatibility,x
8528,6392,-,x
8529,11,Càucasian,x
8530,2,O+ no issues,x
8531,Phenotype,"Brown hair, Hazel, Caucasian.",x
8532,6391,-,x
8533,5,Hazel brown caucasian.,x
8534,3,Hazel Brown Caucasian.,x
8535,2,Blue eyes brown hair ,x
8536,1,blue eyes brown hair ,x
8537,1,Blue eyes dark blonde hair,x
8538,1,Brown hair light brown eyes caucasian,x
8539,1,No,x
8540,Phenotype,Missing canine teeth,x
8541,6382,-,x
8542,10,I have all mine   :),x
8543,7,No,x
8544,2,One upper and one lower canine two baby teeth never fell out.,x
8545,1,i have all mine   :),x
8546,1, 2 Upper and 2 lower,x
8547,1, 2 upper and 2 lower,x
8548,1,2 Upper,x
8549,Phenotype,Han Arm Creases,x
8550,6395,-,x
8551,8,No han arm creases,x
8552,1,No Han Arm Creases,x
8553,1,Yes,x
8554,Phenotype,Asexual,x
8555,6378,-,x
8556,23,No,x
8557,4,Yes,x
8558,Phenotype,"Brown hair colour, white skin color",x
8559,6381,-,x
8560,18,Brown hair colour white skin color,x
8561,6,Caucasian,x
8562,Phenotype,generalized anxiety disorder,generalized anxiety disorder
8563,6366,-,-
8564,30,Generalized anxiety disorder,Yes
8565,7,Nope,No
8566,1,generalized anxiety disorder,Yes
8567,1,No,No
8568,Phenotype,MPN myeloproliferative neoplasms,x
8569,6396,-,x
8570,3,None,x
8571,2,jak2 v617f Heterozygous,x
8572,1,none,x
8573,1,I don't but my sister has Polycythaemia vera and my father had leukaemia.   I have Factor V Leiden.,x
8574,1, JAK2 GGCC (46/1) Haplotype,x
8575,1,CML,x
8576,Phenotype,Penis Girth ,x
8577,6388,-,x
8578,7,N/a female,x
8579,3,5.5,x
8580,2,"5""",x
8581,2,Small,x
8582,1,N/A female,x
8583,1,"5.5""",x
8584,1,"7""",x
8585,Phenotype,Fuchs' Disease,x
8586,6394,-,x
8587,9,Nope,x
8588,1,Caucasian European (German ancestry has the genetic trait) and a genetic slow but steady hearing loss (it seems a majority of Fuchies has this also but not proven),x
8589,1,Caucasian european (german ancestry has the genetic trait) and a genetic slow but steady hearing loss (it seems a majority of fuchies has this also but not proven),x
8590,Phenotype,Double eyelashes,x
8591,6394,-,x
8592,7,No,x
8593,3,Mo,x
8594,1,Caucasian European (German ancestry has the genetic trait) and a genetic slow but steady hearing loss (it seems a majority of Fuchies has this also but not proven),x
